,date,language,work,work_url
5556,1914-06-21,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28675
5557,1914-06-22,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28676
5558,1914-10-18,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22760
5559,1914-10-28,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22852
5560,1914-11-01,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27978
5561,1914-11-06,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34241
5562,1914-11-11,in deutscher Sprache,Der Corregidor,https://archiv.wiener-staatsoper.at/performances/25159
5563,1914-11-15,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24631
5564,1914-11-20,in deutscher Sprache,Ernani ,https://archiv.wiener-staatsoper.at/performances/27687
5565,1914-11-20,in deutscher Sprache, Hernani,https://archiv.wiener-staatsoper.at/performances/27687
5566,1914-11-22,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30262
5567,1914-11-25,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33712
5568,1914-11-29,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27370
5569,1914-11-30,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22173
5570,1914-12-06,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27767
5571,1914-12-13,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34242
5572,1914-12-20,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33713
5573,1914-12-21,in deutscher Sprache,Falstaff,https://archiv.wiener-staatsoper.at/performances/43329
5574,1914-12-23,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22761
5575,1914-12-30,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27979
5576,1915-01-01,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31776
5577,1915-01-03,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22174
5578,1915-01-06,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22853
5579,1915-01-08,in deutscher Sprache,Lakmé,https://archiv.wiener-staatsoper.at/performances/26277
5580,1915-01-10,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22037
5581,1915-01-17,in deutscher Sprache,Der Widerspenstigen Zähmung,https://archiv.wiener-staatsoper.at/performances/31185
5582,1915-01-18,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30264
5583,1915-01-24,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32108
5584,1915-01-25,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24548
5585,1915-01-27,in deutscher Sprache,Der Widerspenstigen Zähmung,https://archiv.wiener-staatsoper.at/performances/31186
5586,1915-01-29,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24632
5587,1915-02-01,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28678
5588,1915-02-03,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28680
5589,1915-02-05,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28681
5590,1915-02-07,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28682
5591,1915-02-12,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27768
5592,1915-02-14,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26254
5593,1915-03-01,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21048
5594,1915-03-07,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27770
5595,1915-03-08,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22762
5596,1915-03-14,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27371
5597,1915-03-15,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32109
5598,1915-03-17,in deutscher Sprache,Der arme Heinrich,https://archiv.wiener-staatsoper.at/performances/24025
5599,1915-03-22,in deutscher Sprache,Der arme Heinrich,https://archiv.wiener-staatsoper.at/performances/24026
5600,1915-03-26,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44690
5601,1915-03-28,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28683
5602,1915-03-29,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28684
5603,1915-04-04,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28687
5604,1915-04-05,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28691
5605,1915-04-09,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31777
5606,1915-04-12,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22763
5607,1915-04-25,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28693
5608,1915-04-26,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28694
5609,1915-04-28,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27980
5610,1915-04-30,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22038
5611,1915-05-02,in deutscher und italienischer Sprache,Tosca,https://archiv.wiener-staatsoper.at/performances/33714
5612,1915-05-07,in deutscher Sprache,Djamileh,https://archiv.wiener-staatsoper.at/performances/23151
5613,1915-05-13,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22764
5614,1915-05-17,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31778
5615,1915-05-24,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22765
5616,1915-05-31,in deutscher Sprache,Die Fledermaus,https://archiv.wiener-staatsoper.at/performances/32110
5617,1915-06-02,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/29342
5618,1915-06-04,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22039
5619,1915-06-11,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24549
5620,1915-06-14,in deutscher Sprache,Djamileh,https://archiv.wiener-staatsoper.at/performances/23152
5621,1915-06-18,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22854
5622,1915-06-21,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26255
5623,1915-08-20,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22040
5624,1915-08-27,in deutscher Sprache,Das Heimchen am Herd,https://archiv.wiener-staatsoper.at/performances/26256
5625,1915-08-29,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22855
5626,1915-08-30,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22766
5627,1915-09-08,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/32340
5628,1915-09-08,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/32340
5629,1915-09-08,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/32340
5630,1915-09-15,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/29343
5631,1915-09-19,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31779
5632,1915-09-22,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27772
5633,1915-09-27,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21050
5634,1915-09-29,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24633
5635,1915-10-01,in deutscher Sprache,Rigoletto,https://archiv.wiener-staatsoper.at/performances/23287
5636,1915-10-06,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27981
5637,1915-10-11,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44691
5638,1915-10-15,in deutscher Sprache,Lakmé,https://archiv.wiener-staatsoper.at/performances/26279
5639,1915-10-17,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34245
5640,1915-10-28,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44692
5641,1915-11-01,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22175
5642,1915-11-05,in deutscher Sprache,La Juive,https://archiv.wiener-staatsoper.at/performances/29344
5643,1915-11-06,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27372
5644,1915-11-10,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22767
5645,1915-11-15,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30266
5646,1915-11-26,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/32341
5647,1915-11-26,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/32341
5648,1915-11-26,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/32341
5649,1915-12-03,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22041
5650,1915-12-04,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34246
5651,1915-12-06,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27985
5652,1915-12-08,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27773
5653,1915-12-10,in deutscher Sprache,Dalibor,https://archiv.wiener-staatsoper.at/performances/22857
5654,1915-12-16,in deutscher Sprache,Rigoletto,https://archiv.wiener-staatsoper.at/performances/23288
5655,1915-12-22,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31780
5656,1915-12-29,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27373
5657,1916-01-05,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28836
5658,1916-01-06,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28839
5659,1916-01-10,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27774
5660,1916-01-12,in deutscher Sprache,Rigoletto,https://archiv.wiener-staatsoper.at/performances/23290
5661,1916-01-14,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22042
5662,1916-01-16,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34247
5663,1916-01-20,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22768
5664,1916-01-21,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44693
5665,1916-01-22,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31781
5666,1916-01-23,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27986
5667,1916-01-28,in deutscher Sprache,Djamileh,https://archiv.wiener-staatsoper.at/performances/23153
5668,1916-01-31,in deutscher Sprache,Aphrodite,https://archiv.wiener-staatsoper.at/performances/24550
5669,1916-02-05,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/32342
5670,1916-02-05,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/32342
5671,1916-02-05,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/32342
5672,1916-02-23,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27374
5673,1916-02-25,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22043
5674,1916-02-26,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44694
5675,1916-02-28,in deutscher Sprache,Un ballo in maschera,https://archiv.wiener-staatsoper.at/performances/27775
5676,1916-02-29,in deutscher Sprache,Aida,https://archiv.wiener-staatsoper.at/performances/34248
5677,1916-03-01,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22769
5678,1916-03-02,in deutscher Sprache,Lakmé,https://archiv.wiener-staatsoper.at/performances/26280
5679,1916-03-04,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30267
5680,1916-03-06,in deutscher Sprache,Alceste ,https://archiv.wiener-staatsoper.at/performances/24270
5681,1916-03-08,in deutscher Sprache,Rigoletto,https://archiv.wiener-staatsoper.at/performances/23291
5682,1916-03-09,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24634
5683,1916-03-10,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31782
5684,1916-03-11,in deutscher Sprache,Roméo et Juliette,https://archiv.wiener-staatsoper.at/performances/21051
5685,1916-03-15,in deutscher Sprache,Die Hugenotten ,https://archiv.wiener-staatsoper.at/performances/32343
5686,1916-03-15,in deutscher Sprache, Les Huguenots ,https://archiv.wiener-staatsoper.at/performances/32343
5687,1916-03-15,in deutscher Sprache, Gli Ugonotti,https://archiv.wiener-staatsoper.at/performances/32343
5688,1916-03-23,in deutscher Sprache,Alceste ,https://archiv.wiener-staatsoper.at/performances/24283
5689,1916-03-26,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44695
5690,1916-03-27,in deutscher Sprache,Elektra,https://archiv.wiener-staatsoper.at/performances/27987
5691,1916-03-29,in deutscher Sprache,Tiefland,https://archiv.wiener-staatsoper.at/performances/22176
5692,1916-04-02,in deutscher Sprache,Alceste ,https://archiv.wiener-staatsoper.at/performances/24284
5693,1916-04-05,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22044
5694,1916-04-10,in deutscher Sprache,Der Ring des Polykrates,https://archiv.wiener-staatsoper.at/performances/33339
5695,1916-04-11,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30268
5696,1916-04-16,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28841
5697,1916-04-17,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28842
5698,1916-04-23,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28847
5699,1916-04-29,in deutscher Sprache,Alceste ,https://archiv.wiener-staatsoper.at/performances/24285
5700,1916-05-01,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31783
5701,1916-05-02,in deutscher Sprache,Lucia di Lammermoor,https://archiv.wiener-staatsoper.at/performances/27375
5702,1916-05-07,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22770
5703,1916-05-08,in deutscher Sprache,Der Barbier von Bagdad,https://archiv.wiener-staatsoper.at/performances/24635
5704,1916-05-13,in deutscher Sprache,Rigoletto,https://archiv.wiener-staatsoper.at/performances/23292
5705,1916-05-21,in deutscher Sprache,Der Rosenkavalier,https://archiv.wiener-staatsoper.at/performances/22046
5706,1916-05-27,in deutscher Sprache,Parsifal,https://archiv.wiener-staatsoper.at/performances/28848
5707,1916-05-30,in deutscher Sprache,Der fliegende Holländer,https://archiv.wiener-staatsoper.at/performances/31784
5708,1916-05-31,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23444
5709,1916-06-01,in deutscher Sprache,Lohengrin,https://archiv.wiener-staatsoper.at/performances/22771
5710,1916-06-03,in deutscher Sprache,Die verkaufte Braut,https://archiv.wiener-staatsoper.at/performances/30270
5711,1916-06-04,in deutscher Sprache,Il trovatore,https://archiv.wiener-staatsoper.at/performances/44696
5712,1916-06-05,in deutscher Sprache,Der Waffenschmied,https://archiv.wiener-staatsoper.at/performances/23730
