,work,composer,librettist,theatre,date
254,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1959-09-11
255,Walküre,,,"King's Theatre, Edinburgh",1959-08-26
256,Walküre,,,"King's Theatre, Edinburgh",1959-08-28
257,Walküre,,,"King's Theatre, Edinburgh",1959-08-31
258,Walküre,,,"King's Theatre, Edinburgh",1959-09-02
259,Walküre,,,"King's Theatre, Edinburgh",1959-09-07
260,Ballo in maschera,Giuseppe Verdi,Antonio Somma,"King's Theatre, Edinburgh",1959-08-29
261,Ballo in maschera,Giuseppe Verdi,Antonio Somma,"King's Theatre, Edinburgh",1959-09-04
262,Ballo in maschera,Giuseppe Verdi,Antonio Somma,"King's Theatre, Edinburgh",1959-09-12
263,Aniara,Karl-Birger Blomdahl,Erik Johan Lindegren,"King's Theatre, Edinburgh",1959-09-03
264,Aniara,Karl-Birger Blomdahl,Erik Johan Lindegren,"King's Theatre, Edinburgh",1959-09-05
265,Wozzeck,Alban Berg,Alban Berg,"King's Theatre, Edinburgh",1959-09-08
266,Wozzeck,Alban Berg,Alban Berg,"King's Theatre, Edinburgh",1959-09-10
267,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","King's Theatre, Edinburgh",1960-02-29
268,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","King's Theatre, Edinburgh",1960-03-05
269,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","His Majesty's Theatre, Aberdeen",1960-03-07
270,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","His Majesty's Theatre, Aberdeen",1960-03-12
271,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","His Majesty's Theatre, Aberdeen",1960-03-12
272,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Empire Theatre, Glasgow",1960-03-17
273,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Empire Theatre, Glasgow",1960-03-19
274,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"King's Theatre, Edinburgh",1960-03-01
275,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"King's Theatre, Edinburgh",1960-03-04
276,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"His Majesty's Theatre, Aberdeen",1960-03-09
277,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"His Majesty's Theatre, Aberdeen",1960-03-12
278,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Empire Theatre, Glasgow",1960-03-14
279,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Empire Theatre, Glasgow",1960-03-19
280,Tannhäuser,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1960-03-02
281,Tannhäuser,Richard Wagner,Richard Wagner,"His Majesty's Theatre, Aberdeen",1960-03-11
282,Tannhäuser,Richard Wagner,Richard Wagner,"Empire Theatre, Glasgow",1960-03-15
283,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1960-03-03
284,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"His Majesty's Theatre, Aberdeen",1960-03-08
285,Don Giovanni,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Empire Theatre, Glasgow",1960-03-18
286,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1960-03-05
287,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",1960-03-10
288,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Empire Theatre, Glasgow",1960-03-16
289,Faust,Charles Gounod,"Jules Barbier
				Michel Carré","Alhambra Theatre, Glasgow",1960-04-04
290,Faust,Charles Gounod,"Jules Barbier
				Michel Carré","Alhambra Theatre, Glasgow",1960-04-06
291,Faust,Charles Gounod,"Jules Barbier
				Michel Carré","Alhambra Theatre, Glasgow",1960-04-08
292,Faust,Charles Gounod,"Jules Barbier
				Michel Carré","Alhambra Theatre, Glasgow",1960-04-09
293,Luisa Miller,Giuseppe Verdi,Salvadore Cammarano,"Alhambra Theatre, Glasgow",1960-04-05
294,Luisa Miller,Giuseppe Verdi,Salvadore Cammarano,"Alhambra Theatre, Glasgow",1960-04-07
295,Luisa Miller,Giuseppe Verdi,Salvadore Cammarano,"Alhambra Theatre, Glasgow",1960-04-09
296,Falstaff,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1960-08-23
297,Puritani,Vincenzo Bellini,Carlo Pepoli,"King's Theatre, Edinburgh",1960-08-24
298,Falstaff,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1960-08-25
299,Falstaff,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1960-08-27
300,Falstaff,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1960-08-29
301,Falstaff,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1960-09-02
302,Falstaff,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1960-09-06
303,Falstaff,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1960-09-09
304,Puritani,Vincenzo Bellini,Carlo Pepoli,"King's Theatre, Edinburgh",1960-08-26
305,Puritani,Vincenzo Bellini,Carlo Pepoli,"King's Theatre, Edinburgh",1960-08-31
306,Puritani,Vincenzo Bellini,Carlo Pepoli,"King's Theatre, Edinburgh",1960-09-03
307,Puritani,Vincenzo Bellini,Carlo Pepoli,"King's Theatre, Edinburgh",1960-09-08
308,Puritani,Vincenzo Bellini,Carlo Pepoli,"King's Theatre, Edinburgh",1960-09-10
309,Segreto di Susanna,Ermanno Wolf-Ferrari,Enrico Golisciani,"King's Theatre, Edinburgh",1960-08-30
310,Segreto di Susanna,Ermanno Wolf-Ferrari,Enrico Golisciani,"King's Theatre, Edinburgh",1960-09-01
311,Segreto di Susanna,Ermanno Wolf-Ferrari,Enrico Golisciani,"King's Theatre, Edinburgh",1960-09-05
312,Segreto di Susanna,Ermanno Wolf-Ferrari,Enrico Golisciani,"King's Theatre, Edinburgh",1960-09-07
313,Voix Humaine,Francis Poulenc,Jean Cocteau,"King's Theatre, Edinburgh",1960-08-30
314,Voix Humaine,Francis Poulenc,Jean Cocteau,"King's Theatre, Edinburgh",1960-09-01
315,Voix Humaine,Francis Poulenc,Jean Cocteau,"King's Theatre, Edinburgh",1960-09-05
316,Voix Humaine,Francis Poulenc,Jean Cocteau,"King's Theatre, Edinburgh",1960-09-07
317,Arlecchino,Ferruccio Busoni,Ferruccio Busoni,"King's Theatre, Edinburgh",1960-08-30
318,Arlecchino,Ferruccio Busoni,Ferruccio Busoni,"King's Theatre, Edinburgh",1960-09-01
319,Arlecchino,Ferruccio Busoni,Ferruccio Busoni,"King's Theatre, Edinburgh",1960-09-05
320,Arlecchino,Ferruccio Busoni,Ferruccio Busoni,"King's Theatre, Edinburgh",1960-09-07
321,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Empire Theatre, Glasgow",1960-10-17
322,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Empire Theatre, Glasgow",1960-10-20
323,Andrea Chénier,,,"Empire Theatre, Glasgow",1960-10-18
324,Merrie England,Edward German,Basil Hood,"Empire Theatre, Glasgow",1960-10-19
325,Merrie England,Edward German,Basil Hood,"Empire Theatre, Glasgow",1960-10-22
326,Merrie England,Edward German,Basil Hood,Gaumont Theatre,1960-10-24
327,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,"Empire Theatre, Glasgow",1960-10-21
328,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Empire Theatre, Glasgow",1960-10-22
329,Hansel and Gretel,Engelbert Humperdinck,Adelheid Wette,Gaumont Theatre,1960-10-25
330,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre,  Dundee",1960-10-26
331,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre,  Dundee",1960-10-29
332,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Gaumont Theatre,1960-10-27
333,Andrea Chénier,,,Gaumont Theatre,1960-10-28
334,Merrie England,Edward German,Basil Hood,Gaumont Theatre,1960-10-29
335,Martha,Friedrich von Flotow,W Friedrich,"King's Theatre, Glasgow",1961-04-10
336,Martha,Friedrich von Flotow,W Friedrich,"King's Theatre, Glasgow",1961-04-12
337,Martha,Friedrich von Flotow,W Friedrich,"King's Theatre, Glasgow",1961-04-14
338,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Glasgow",1961-04-17
339,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1961-04-24
340,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Empire Theatre, Glasgow",1961-04-18
341,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"Empire Theatre, Glasgow",1961-04-22
342,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"Empire Theatre, Glasgow",1961-04-19
343,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Empire Theatre, Glasgow",1961-04-20
344,Fledermaus ,Johann Strauss,"Carl Haffner
				Richard Genée","Empire Theatre, Glasgow",1961-04-22
345,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Empire Theatre, Glasgow",1961-04-21
346,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Edinburgh",1961-04-25
347,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Edinburgh",1961-04-29
348,Barber of Seville,Gioachino Rossini,Cesare Sterbini,Gaumont Theatre,1961-05-04
349,Barber of Seville,Gioachino Rossini,Cesare Sterbini,Gaumont Theatre,1961-05-06
350,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1961-04-26
351,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica",Gaumont Theatre,1961-05-01
352,Land of Smiles,Franz Lehár,"Ludwig Herzer
				Fritz Beda-Lohner","King's Theatre, Edinburgh",1961-04-27
353,Land of Smiles,Franz Lehár,"Ludwig Herzer
				Fritz Beda-Lohner","King's Theatre, Edinburgh",1961-04-29
354,Land of Smiles,Franz Lehár,"Ludwig Herzer
				Fritz Beda-Lohner",Gaumont Theatre,1961-05-05
355,Land of Smiles,Franz Lehár,"Ludwig Herzer
				Fritz Beda-Lohner",Gaumont Theatre,1961-05-06
356,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,"King's Theatre, Edinburgh",1961-04-28
357,Marriage of Figaro,Wolfgang Amadeus Mozart,Lorenzo da Ponte,Gaumont Theatre,1961-05-03
358,Traviata,Giuseppe Verdi,Francesco Maria  Piave,Gaumont Theatre,1961-05-02
359,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,"King's Theatre, Edinburgh",1961-08-21
360,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,"King's Theatre, Edinburgh",1961-08-23
361,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Edinburgh",1961-08-22
362,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Edinburgh",1961-08-24
363,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"King's Theatre, Edinburgh",1961-08-25
364,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"King's Theatre, Edinburgh",1961-08-28
365,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"King's Theatre, Edinburgh",1961-09-01
366,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"King's Theatre, Edinburgh",1961-09-09
367,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,"King's Theatre, Edinburgh",1961-08-26
368,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,"King's Theatre, Edinburgh",1961-08-30
369,Iphigénie en Tauride,Christoph Willibald Gluck,Nicolas François Guillard,"King's Theatre, Edinburgh",1961-09-04
370,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Edinburgh",1961-08-29
371,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Edinburgh",1961-09-02
372,Midsummer Night's Dream,Benjamin Britten,"Benjamin Britten
				Peter Pears","King's Theatre, Edinburgh",1961-09-04
373,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Edinburgh",1961-08-31
374,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Edinburgh",1961-09-02
375,Barber of Seville,Gioachino Rossini,Cesare Sterbini,"King's Theatre, Edinburgh",1961-09-06
376,Seven Deadly Sins,Kurt  Weill,Bertolt Brecht,"Empire Theatre, Edinburgh",1961-09-04
377,Orpheus in the Underworld,Jacques Offenbach,"Hector Crémieux
				Ludovic Halévy","King's Theatre, Edinburgh",1961-11-06
378,Orpheus in the Underworld,Jacques Offenbach,"Hector Crémieux
				Ludovic Halévy","King's Theatre, Edinburgh",1961-11-11
379,Orpheus in the Underworld,Jacques Offenbach,"Hector Crémieux
				Ludovic Halévy","Empire Theatre, Glasgow",1961-11-13
380,Orpheus in the Underworld,Jacques Offenbach,"Hector Crémieux
				Ludovic Halévy","Empire Theatre, Glasgow",1961-11-18
381,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1961-11-07
382,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1961-11-11
383,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Empire Theatre, Glasgow",1961-11-15
384,Bohème,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Empire Theatre, Glasgow",1961-11-18
385,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"King's Theatre, Edinburgh",1961-11-08
386,Cenerentola,Gioachino Rossini,Jacopo Ferretti,"Empire Theatre, Glasgow",1961-11-17
387,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1961-11-09
388,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Glasgow",1961-11-16
389,Tannhäuser,Richard Wagner,Richard Wagner,"King's Theatre, Edinburgh",1961-11-10
390,Tannhäuser,Richard Wagner,Richard Wagner,"Empire Theatre, Glasgow",1961-11-14
391,Pearl Fishers,Georges Bizet,"Eugène Cormon
				Michel Carré","Alhambra Theatre, Glasgow",1962-04-09
392,Pearl Fishers,Georges Bizet,"Eugène Cormon
				Michel Carré","Alhambra Theatre, Glasgow",1962-04-11
393,Pearl Fishers,Georges Bizet,"Eugène Cormon
				Michel Carré","Alhambra Theatre, Glasgow",1962-04-13
394,Pearl Fishers,Georges Bizet,"Eugène Cormon
				Michel Carré","Alhambra Theatre, Glasgow",1962-04-14
395,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Alhambra Theatre, Glasgow",1962-04-10
396,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Alhambra Theatre, Glasgow",1962-04-12
397,Lucia di Lammermoor,Gaetano Donizetti,Salvadore Cammarano,"Alhambra Theatre, Glasgow",1962-04-14
398,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1962-06-05
399,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1962-06-07
400,Madama Butterfly,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Glasgow",1962-06-09
401,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Glasgow",1962-06-06
402,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Glasgow",1962-06-08
403,Pelléas et Mélisande,Claude Debussy,Maurice Maeterlinck,"King's Theatre, Glasgow",1962-06-09
404,Prince Igor,Alexander Porfirievich Borodin,Alexander Porfirievich Borodin,"King's Theatre, Edinburgh",1962-08-20
405,Prince Igor,Alexander Porfirievich Borodin,Alexander Porfirievich Borodin,"King's Theatre, Edinburgh",1962-08-22
406,Love for Three Oranges,Sergey Prokofiev,Sergey Prokofiev,"King's Theatre, Edinburgh",1962-08-21
407,Love for Three Oranges,Sergey Prokofiev,Sergey Prokofiev,"King's Theatre, Edinburgh",1962-08-23
408,Don Quichotte,Jules Massenet,Henri Cain,"King's Theatre, Edinburgh",1962-08-24
409,Prince Igor,Alexander Porfirievich Borodin,Alexander Porfirievich Borodin,"King's Theatre, Edinburgh",1962-08-25
410,Atlántida,Manuel de Falla,Manuel de Falla,Usher Hall,1962-08-26
411,Khovanshchina,Modest Musorgsky,"Modest Musorgsky
				Vladimir Stassov","King's Theatre, Edinburgh",1962-08-27
412,Khovanshchina,Modest Musorgsky,"Modest Musorgsky
				Vladimir Stassov","King's Theatre, Edinburgh",1962-08-29
413,Khovanshchina,Modest Musorgsky,"Modest Musorgsky
				Vladimir Stassov","King's Theatre, Edinburgh",1962-09-01
414,Gambler,Sergey Prokofiev,Sergey Prokofiev,"King's Theatre, Edinburgh",1962-08-28
415,Gambler,Sergey Prokofiev,Sergey Prokofiev,"King's Theatre, Edinburgh",1962-08-30
416,Don Quichotte,Jules Massenet,Henri Cain,"King's Theatre, Edinburgh",1962-08-31
417,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"King's Theatre, Edinburgh",1962-09-03
418,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"King's Theatre, Edinburgh",1962-09-05
419,Turn of the Screw,Benjamin Britten,Myfanwy Piper,"King's Theatre, Edinburgh",1962-09-07
420,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"King's Theatre, Edinburgh",1962-10-01
421,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"His Majesty's Theatre, Aberdeen",1962-10-12
422,Magic Flute,Wolfgang Amadeus Mozart,Emanuel Schikaneder,"Empire Theatre, Glasgow",1962-10-15
423,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","King's Theatre, Edinburgh",1962-10-02
424,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","His Majesty's Theatre, Aberdeen",1962-10-09
425,Tosca,Giacomo Puccini,"Giuseppe Giacosa
				Luigi Illica","Empire Theatre, Glasgow",1962-10-16
426,Bartered Bride,Bedřich Smetana,Karel Sabina,"King's Theatre, Edinburgh",1962-10-03
427,Bartered Bride,Bedřich Smetana,Karel Sabina,"King's Theatre, Edinburgh",1962-10-05
428,Bartered Bride,Bedřich Smetana,Karel Sabina,"His Majesty's Theatre, Aberdeen",1962-10-08
429,Bartered Bride,Bedřich Smetana,Karel Sabina,"His Majesty's Theatre, Aberdeen",1962-10-11
430,Bartered Bride,Bedřich Smetana,Karel Sabina,"Empire Theatre, Glasgow",1962-10-17
431,Bartered Bride,Bedřich Smetana,Karel Sabina,"Empire Theatre, Glasgow",1962-10-19
432,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Edinburgh",1962-10-04
433,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,"His Majesty's Theatre, Aberdeen",1962-10-10
434,Rigoletto,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Glasgow",1962-10-18
435,Iolanthe,Arthur Sullivan,William S Gilbert,"King's Theatre, Edinburgh",1962-10-06
436,Iolanthe,Arthur Sullivan,William S Gilbert,"King's Theatre, Edinburgh",1962-10-06
437,Iolanthe,Arthur Sullivan,William S Gilbert,"His Majesty's Theatre, Aberdeen",1962-10-13
438,Iolanthe,Arthur Sullivan,William S Gilbert,"His Majesty's Theatre, Aberdeen",1962-10-13
439,Iolanthe,Arthur Sullivan,William S Gilbert,"Empire Theatre, Glasgow",1962-10-20
440,Iolanthe,Arthur Sullivan,William S Gilbert,"Empire Theatre, Glasgow",1962-10-20
441,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Empire Theatre, Glasgow",1963-02-18
442,Carmen,Georges Bizet,"Henri Meilhac
				Ludovic Halévy","Empire Theatre, Glasgow",1963-02-22
443,Cavalleria Rusticana,Pietro Mascagni,"Giovanni Targioni-Tozzetti
				Guido Menasci","Empire Theatre, Glasgow",1963-02-19
444,Pagliacci,Ruggero Leoncavallo,Ruggero Leoncavallo,"Empire Theatre, Glasgow",1963-02-19
445,Traviata,Giuseppe Verdi,Francesco Maria  Piave,"Empire Theatre, Glasgow",1963-02-20
446,Girl of the Golden West,Giacomo Puccini,"Guelfo Civinini
				Carlo Zangarini","Empire Theatre, Glasgow",1963-02-21
447,Mikado,Arthur Sullivan,William S Gilbert,"Empire Theatre, Glasgow",1963-02-23
448,Mikado,Arthur Sullivan,William S Gilbert,"Empire Theatre, Glasgow",1963-02-23
449,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",1963-04-22
450,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",1963-04-24
451,Ernani,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Glasgow",1963-04-23
452,Ernani,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Glasgow",1963-04-25
453,Ernani,Giuseppe Verdi,Francesco Maria  Piave,"King's Theatre, Glasgow",1963-04-27
454,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",1963-04-26
455,Aïda,Giuseppe Verdi,Antonio Ghislanzoni,"King's Theatre, Glasgow",1963-04-27
456,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Glasgow",1963-05-27
457,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Glasgow",1963-06-01
458,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1963-06-03
459,Otello,Giuseppe Verdi,Arrigo Boito,"King's Theatre, Edinburgh",1963-06-08
460,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"King's Theatre, Glasgow",1963-05-28
461,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"King's Theatre, Glasgow",1963-05-30
462,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"King's Theatre, Edinburgh",1963-06-04
463,Seraglio,Wolfgang Amadeus Mozart,Gottlieb Stephanie,"King's Theatre, Edinburgh",1963-06-06
464,Heure Espagnole,Maurice Ravel,Franc Nohain,"King's Theatre, Glasgow",1963-05-29
465,Heure Espagnole,Maurice Ravel,Franc Nohain,"King's Theatre, Glasgow",1963-05-31
466,Heure Espagnole,Maurice Ravel,Franc Nohain,"King's Theatre, Edinburgh",1963-06-05
467,Heure Espagnole,Maurice Ravel,Franc Nohain,"King's Theatre, Edinburgh",1963-06-07
468,Volo di notte,Luigi Dallapiccola,Luigi Dallapiccola,"King's Theatre, Glasgow",1963-05-29
469,Volo di notte,Luigi Dallapiccola,Luigi Dallapiccola,"King's Theatre, Glasgow",1963-05-31
470,Volo di notte,Luigi Dallapiccola,Luigi Dallapiccola,"King's Theatre, Edinburgh",1963-06-05
471,Volo di notte,Luigi Dallapiccola,Luigi Dallapiccola,"King's Theatre, Edinburgh",1963-06-07
472,Damnation of Faust,Hector Berlioz,"Almire Gandonnière
				Hector Berlioz",Usher Hall,1963-08-18
473,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"King's Theatre, Edinburgh",1963-08-19
474,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"King's Theatre, Edinburgh",1963-08-21
475,Rape of Lucretia,Benjamin Britten,Ronald Duncan,"King's Theatre, Edinburgh",1963-08-23
476,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"Empire Theatre, Edinburgh",1963-08-19
477,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"Empire Theatre, Edinburgh",1963-08-20
478,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"Empire Theatre, Edinburgh",1963-08-21
479,Duke Bluebeard's Castle,Béla Bartók,Béla Balázs,"Empire Theatre, Edinburgh",1963-08-23
480,Beggar's Opera,John Christopher Pepusch,,"King's Theatre, Edinburgh",1963-08-20
