,composer,date,work
6878,FEDERICO MORENO TORROBA,2003-06-19,LUISA FERNANDA
6879,FEDERICO MORENO TORROBA,2003-06-21,LUISA FERNANDA
6880,LEONARD BERNSTEIN,2003-07-03,WEST SIDE STORY
6881,LEONARD BERNSTEIN,2003-07-04,WEST SIDE STORY
6882,LEONARD BERNSTEIN,2003-07-05,WEST SIDE STORY
6883,LEONARD BERNSTEIN,2003-07-07,WEST SIDE STORY
6884,LEONARD BERNSTEIN,2003-07-08,WEST SIDE STORY
6885,LEONARD BERNSTEIN,2003-07-09,WEST SIDE STORY
6886,LEONARD BERNSTEIN,2003-07-10,WEST SIDE STORY
6887,LEONARD BERNSTEIN,2003-07-11,WEST SIDE STORY
6888,LEONARD BERNSTEIN,2003-07-12,WEST SIDE STORY
6889,LEONARD BERNSTEIN,2003-07-14,WEST SIDE STORY
6890,LEONARD BERNSTEIN,2003-07-15,WEST SIDE STORY
6891,LEONARD BERNSTEIN,2003-07-16,WEST SIDE STORY
6892,LEONARD BERNSTEIN,2003-07-17,WEST SIDE STORY
6893,LEONARD BERNSTEIN,2003-07-18,WEST SIDE STORY
6894,LEONARD BERNSTEIN,2003-07-19,WEST SIDE STORY
6895,GIUSEPPE VERDI,2003-08-31,MACBETH
6896,GIUSEPPE VERDI,2003-09-02,MACBETH
6897,GIUSEPPE VERDI,2003-09-05,MACBETH
6898,GIUSEPPE VERDI,2003-09-09,MACBETH
6899,GIUSEPPE VERDI,2003-09-13,MACBETH
6900,GIUSEPPE VERDI,2003-09-10,OTELLO
6901,GIUSEPPE VERDI,2003-09-12,OTELLO
6902,GIUSEPPE VERDI,2003-09-14,OTELLO
6903,GIUSEPPE VERDI,2003-09-17,OTELLO
6904,GIACOMO PUCCINI,2003-10-06,TOSCA
6905,GIACOMO PUCCINI,2003-10-08,TOSCA
6906,GIACOMO PUCCINI,2003-10-10,TOSCA
6907,GIACOMO PUCCINI,2003-10-13,TOSCA
6908,GIACOMO PUCCINI,2003-10-15,TOSCA
6909,GIACOMO PUCCINI,2003-10-18,TOSCA
6910,GIACOMO PUCCINI,2003-10-21,TOSCA
6911,GIACOMO PUCCINI,2003-10-23,TOSCA
6912,GIACOMO PUCCINI,2003-10-27,TOSCA
6913,GIACOMO PUCCINI,2003-10-29,TOSCA
6914,GIACOMO PUCCINI,2003-10-30,TOSCA
6915,GAETANO DONIZETTI,2003-10-14,"UGO, CONTE DI PARIGI"
6916,GAETANO DONIZETTI,2003-10-20,"UGO, CONTE DI PARIGI"
6917,GAETANO DONIZETTI,2003-10-22,"UGO, CONTE DI PARIGI"
6918,GIOACHINO ROSSINI,2003-12-07,"MOÏSE ET PHARAON, OU LE PASSAGE..."
6919,GIOACHINO ROSSINI,2003-12-10,"MOÏSE ET PHARAON, OU LE PASSAGE..."
6920,GIOACHINO ROSSINI,2003-12-13,"MOÏSE ET PHARAON, OU LE PASSAGE..."
6921,GIOACHINO ROSSINI,2003-12-16,"MOÏSE ET PHARAON, OU LE PASSAGE..."
6922,GIOACHINO ROSSINI,2003-12-19,"MOÏSE ET PHARAON, OU LE PASSAGE..."
6923,GIOACHINO ROSSINI,2003-12-21,"MOÏSE ET PHARAON, OU LE PASSAGE..."
6924,GIACOMO PUCCINI,2004-01-13,TURANDOT
6925,GIACOMO PUCCINI,2004-01-15,TURANDOT
6926,GIACOMO PUCCINI,2004-01-16,TURANDOT
6927,GIACOMO PUCCINI,2004-01-18,TURANDOT
6928,GIACOMO PUCCINI,2004-01-20,TURANDOT
6929,GIACOMO PUCCINI,2004-01-22,TURANDOT
6930,GIACOMO PUCCINI,2004-01-24,TURANDOT
6931,GIACOMO PUCCINI,2004-01-25,TURANDOT
6932,,2004-01-29,FLORENTINISCHE TRAGODIE
6933,,2004-01-29,GIANNI SCHICCHI
6934,,2004-02-01,FLORENTINISCHE TRAGODIE
6935,,2004-02-01,GIANNI SCHICCHI
6936,,2004-02-04,FLORENTINISCHE TRAGODIE
6937,,2004-02-04,GIANNI SCHICCHI
6938,,2004-02-07,FLORENTINISCHE TRAGODIE
6939,,2004-02-07,GIANNI SCHICCHI
6940,,2004-02-11,FLORENTINISCHE TRAGODIE
6941,,2004-02-11,GIANNI SCHICCHI
6942,,2004-02-13,FLORENTINISCHE TRAGODIE
6943,,2004-02-13,GIANNI SCHICCHI
6944,,2004-01-29,FLORENTINISCHE TRAGODIE
6945,,2004-01-29,GIANNI SCHICCHI
6946,,2004-02-01,FLORENTINISCHE TRAGODIE
6947,,2004-02-01,GIANNI SCHICCHI
6948,,2004-02-04,FLORENTINISCHE TRAGODIE
6949,,2004-02-04,GIANNI SCHICCHI
6950,,2004-02-07,FLORENTINISCHE TRAGODIE
6951,,2004-02-07,GIANNI SCHICCHI
6952,,2004-02-11,FLORENTINISCHE TRAGODIE
6953,,2004-02-11,GIANNI SCHICCHI
6954,,2004-02-13,FLORENTINISCHE TRAGODIE
6955,,2004-02-13,GIANNI SCHICCHI
6956,FRANCIS POULENC,2004-02-27,DIALOGUES DES CARMELITES
6957,FRANCIS POULENC,2004-03-02,DIALOGUES DES CARMELITES
6958,FRANCIS POULENC,2004-03-04,DIALOGUES DES CARMELITES
6959,FRANCIS POULENC,2004-03-07,DIALOGUES DES CARMELITES
6960,FRANCIS POULENC,2004-03-09,DIALOGUES DES CARMELITES
6961,FRANCIS POULENC,2004-03-12,DIALOGUES DES CARMELITES
6962,VINCENZO BELLINI,2004-03-21,BEATRICE DI TENDA
6963,VINCENZO BELLINI,2004-03-23,BEATRICE DI TENDA
6964,VINCENZO BELLINI,2004-03-28,BEATRICE DI TENDA
6965,VINCENZO BELLINI,2004-03-30,BEATRICE DI TENDA
6966,VINCENZO BELLINI,2004-04-01,BEATRICE DI TENDA
6967,RICHARD WAGNER,2004-04-06,DER FLIEGENDE HOLLÄNDER
6968,RICHARD WAGNER,2004-04-08,DER FLIEGENDE HOLLÄNDER
6969,RICHARD WAGNER,2004-04-13,DER FLIEGENDE HOLLÄNDER
6970,RICHARD WAGNER,2004-04-15,DER FLIEGENDE HOLLÄNDER
6971,RICHARD WAGNER,2004-04-17,DER FLIEGENDE HOLLÄNDER
6972,RICHARD WAGNER,2004-04-20,DER FLIEGENDE HOLLÄNDER
6973,GIUSEPPE VERDI,2004-05-02,FALSTAFF
6974,GIUSEPPE VERDI,2004-05-04,FALSTAFF
6975,GIUSEPPE VERDI,2004-05-06,FALSTAFF
6976,GIUSEPPE VERDI,2004-05-08,FALSTAFF
6977,GIUSEPPE VERDI,2004-05-11,FALSTAFF
6978,GIUSEPPE VERDI,2004-05-13,FALSTAFF
6979,GIUSEPPE VERDI,2004-05-15,FALSTAFF
6980,GEORGES BIZET,2004-06-10,CARMEN
6981,GEORGES BIZET,2004-06-12,CARMEN
6982,GEORGES BIZET,2004-06-19,CARMEN
6983,GEORGES BIZET,2004-06-22,CARMEN
6984,GEORGES BIZET,2004-06-23,CARMEN
6985,GEORGES BIZET,2004-06-25,CARMEN
6986,GEORGES BIZET,2004-06-28,CARMEN
6987,GEORGES BIZET,2004-07-08,CARMEN
6988,GEORGES BIZET,2004-07-10,CARMEN
6989,GEORGES BIZET,2004-07-13,CARMEN
6990,GEORGES BIZET,2004-07-15,CARMEN
6991,GEORGES BIZET,2004-07-20,CARMEN
6992,GEORGES BIZET,2004-07-22,CARMEN
6993,UMBERTO GIORDANO,2004-06-18,FEDORA
6994,UMBERTO GIORDANO,2004-06-21,FEDORA
6995,UMBERTO GIORDANO,2004-06-24,FEDORA
6996,UMBERTO GIORDANO,2004-06-26,FEDORA
6997,UMBERTO GIORDANO,2004-06-29,FEDORA
6998,UMBERTO GIORDANO,2004-06-30,FEDORA
6999,GIACOMO PUCCINI,2004-07-07,MADAMA BUTTERFLY
7000,GIACOMO PUCCINI,2004-07-09,MADAMA BUTTERFLY
7001,GIACOMO PUCCINI,2004-07-12,MADAMA BUTTERFLY
7002,GIACOMO PUCCINI,2004-07-14,MADAMA BUTTERFLY
7003,GIACOMO PUCCINI,2004-07-16,MADAMA BUTTERFLY
7004,GIACOMO PUCCINI,2004-07-19,MADAMA BUTTERFLY
7005,GIACOMO PUCCINI,2004-07-21,MADAMA BUTTERFLY
7006,JACQUES OFFENBACH,2004-10-18,LES CONTES D'HOFFMANN
7007,JACQUES OFFENBACH,2004-10-21,LES CONTES D'HOFFMANN
7008,JACQUES OFFENBACH,2004-10-23,LES CONTES D'HOFFMANN
7009,JACQUES OFFENBACH,2004-10-26,LES CONTES D'HOFFMANN
7010,JACQUES OFFENBACH,2004-10-29,LES CONTES D'HOFFMANN
7011,JACQUES OFFENBACH,2004-11-02,LES CONTES D'HOFFMANN
7012,JACQUES OFFENBACH,2004-11-04,LES CONTES D'HOFFMANN
7013,ANTONIO SALIERI,2004-12-07,EUROPA RICONOSCIUTA
7014,ANTONIO SALIERI,2004-12-10,EUROPA RICONOSCIUTA
7015,ANTONIO SALIERI,2004-12-12,EUROPA RICONOSCIUTA
7016,ANTONIO SALIERI,2004-12-14,EUROPA RICONOSCIUTA
7017,ANTONIO SALIERI,2004-12-16,EUROPA RICONOSCIUTA
7018,ANTONIO SALIERI,2004-12-19,EUROPA RICONOSCIUTA
7019,ANTONIO SALIERI,2004-12-21,EUROPA RICONOSCIUTA
7020,ANTONIO SALIERI,2005-01-08,EUROPA RICONOSCIUTA
7021,ANTONIO SALIERI,2005-01-11,EUROPA RICONOSCIUTA
7022,ANTONIO SALIERI,2005-01-13,EUROPA RICONOSCIUTA
7023,ANTONIO SALIERI,2005-01-15,EUROPA RICONOSCIUTA
7024,RICHARD WAGNER,2005-02-05,TANNHÄUSER
7025,RICHARD WAGNER,2005-02-08,TANNHÄUSER
7026,RICHARD WAGNER,2005-02-11,TANNHÄUSER
7027,RICHARD WAGNER,2005-02-13,TANNHÄUSER
7028,RICHARD WAGNER,2005-02-16,TANNHÄUSER
7029,RICHARD WAGNER,2005-02-19,TANNHÄUSER
7030,RICHARD WAGNER,2005-02-23,TANNHÄUSER
7031,PIOTR ILIC CIAIKOVSKI,2005-02-25,PIKOVAJA DAMA
7032,PIOTR ILIC CIAIKOVSKI,2005-02-27,PIKOVAJA DAMA
7033,PIOTR ILIC CIAIKOVSKI,2005-03-02,PIKOVAJA DAMA
7034,PIOTR ILIC CIAIKOVSKI,2005-03-05,PIKOVAJA DAMA
7035,PIOTR ILIC CIAIKOVSKI,2005-03-09,PIKOVAJA DAMA
7036,PIOTR ILIC CIAIKOVSKI,2005-03-11,PIKOVAJA DAMA
7037,GEORG FRIEDRICH HAENDEL,2005-04-03,RINALDO
7038,GEORG FRIEDRICH HAENDEL,2005-04-06,RINALDO
7039,GEORG FRIEDRICH HAENDEL,2005-04-07,RINALDO
7040,GEORG FRIEDRICH HAENDEL,2005-04-08,RINALDO
7041,GEORG FRIEDRICH HAENDEL,2005-04-09,RINALDO
7042,GEORG FRIEDRICH HAENDEL,2005-04-10,RINALDO
7043,GEORG FRIEDRICH HAENDEL,2005-04-12,RINALDO
7044,GEORG FRIEDRICH HAENDEL,2005-04-14,RINALDO
7045,GEORG FRIEDRICH HAENDEL,2005-04-16,RINALDO
7046,GEORG FRIEDRICH HAENDEL,2005-04-17,RINALDO
7047,RICHARD STRAUSS,2005-05-07,ELEKTRA
7048,RICHARD STRAUSS,2005-05-11,ELEKTRA
7049,RICHARD STRAUSS,2005-05-15,ELEKTRA
7050,RICHARD STRAUSS,2005-05-18,ELEKTRA
7051,RICHARD STRAUSS,2005-05-20,ELEKTRA
7052,RICHARD STRAUSS,2005-05-22,ELEKTRA
7053,RICHARD STRAUSS,2005-05-25,ELEKTRA
7054,RICHARD STRAUSS,2005-05-30,ELEKTRA
7055,GIUSEPPE VERDI,2005-05-17,OTELLO
7056,GIUSEPPE VERDI,2005-05-19,OTELLO
7057,GIUSEPPE VERDI,2005-05-21,OTELLO
7058,GIUSEPPE VERDI,2005-05-24,OTELLO
7059,GIUSEPPE VERDI,2005-05-31,OTELLO
7060,GIUSEPPE VERDI,2005-06-03,OTELLO
7061,GIUSEPPE VERDI,2005-06-06,OTELLO
7062,GIUSEPPE VERDI,2005-06-08,OTELLO
7063,GIACOMO PUCCINI,2005-06-13,LA BOHÈME
7064,GIACOMO PUCCINI,2005-06-15,LA BOHÈME
7065,GIACOMO PUCCINI,2005-06-17,LA BOHÈME
7066,GIACOMO PUCCINI,2005-06-20,LA BOHÈME
7067,GIACOMO PUCCINI,2005-06-22,LA BOHÈME
7068,GIACOMO PUCCINI,2005-06-28,LA BOHÈME
7069,GIACOMO PUCCINI,2005-06-30,LA BOHÈME
7070,GIACOMO PUCCINI,2005-07-02,LA BOHÈME
7071,GIACOMO PUCCINI,2005-07-05,LA BOHÈME
7072,GIACOMO PUCCINI,2005-07-07,LA BOHÈME
7073,GIACOMO PUCCINI,2005-07-09,LA BOHÈME
7074,GIACOMO PUCCINI,2005-07-13,LA BOHÈME
7075,GIACOMO PUCCINI,2005-07-19,LA BOHÈME
7076,GIOACHINO ROSSINI,2005-06-27,LA CENERENTOLA
7077,GIOACHINO ROSSINI,2005-06-29,LA CENERENTOLA
7078,GIOACHINO ROSSINI,2005-07-01,LA CENERENTOLA
7079,GIOACHINO ROSSINI,2005-07-06,LA CENERENTOLA
7080,GIOACHINO ROSSINI,2005-07-08,LA CENERENTOLA
7081,GIOACHINO ROSSINI,2005-07-11,LA CENERENTOLA
7082,GIOACHINO ROSSINI,2005-07-12,LA CENERENTOLA
7083,GIOACHINO ROSSINI,2005-07-14,LA CENERENTOLA
7084,GIOACHINO ROSSINI,2005-07-15,LA CENERENTOLA
7085,GIOACHINO ROSSINI,2005-07-16,LA CENERENTOLA
7086,GIOACHINO ROSSINI,2005-07-18,LA CENERENTOLA
7087,GIOACHINO ROSSINI,2005-07-20,LA CENERENTOLA
7088,GIOACHINO ROSSINI,2005-07-21,LA CENERENTOLA
7089,GIOACHINO ROSSINI,2005-09-10,IL BARBIERE DI SIVIGLIA
7090,GIOACHINO ROSSINI,2005-09-12,IL BARBIERE DI SIVIGLIA
7091,GIOACHINO ROSSINI,2005-09-14,IL BARBIERE DI SIVIGLIA
7092,GIOACHINO ROSSINI,2005-09-18,IL BARBIERE DI SIVIGLIA
7093,GIOACHINO ROSSINI,2005-09-20,IL BARBIERE DI SIVIGLIA
7094,GIOACHINO ROSSINI,2005-09-24,IL BARBIERE DI SIVIGLIA
7095,GIOACHINO ROSSINI,2005-09-25,IL BARBIERE DI SIVIGLIA
7096,GIOACHINO ROSSINI,2005-09-28,IL BARBIERE DI SIVIGLIA
7097,GIOACHINO ROSSINI,2005-10-13,IL BARBIERE DI SIVIGLIA
7098,GIOACHINO ROSSINI,2005-10-15,IL BARBIERE DI SIVIGLIA
7099,GIOACHINO ROSSINI,2005-10-16,IL BARBIERE DI SIVIGLIA
7100,PIOTR ILIC CIAIKOVSKI,2005-09-26,CEREVICKI (GLI STIVALETTI)
7101,PIOTR ILIC CIAIKOVSKI,2005-09-27,CEREVICKI (GLI STIVALETTI)
7102,PIOTR ILIC CIAIKOVSKI,2005-09-29,CEREVICKI (GLI STIVALETTI)
7103,PIOTR ILIC CIAIKOVSKI,2005-10-01,CEREVICKI (GLI STIVALETTI)
7104,PIOTR ILIC CIAIKOVSKI,2005-10-03,CEREVICKI (GLI STIVALETTI)
7105,PIOTR ILIC CIAIKOVSKI,2005-10-04,CEREVICKI (GLI STIVALETTI)
7106,PIOTR ILIC CIAIKOVSKI,2005-10-06,CEREVICKI (GLI STIVALETTI)
7107,PIOTR ILIC CIAIKOVSKI,2005-10-07,CEREVICKI (GLI STIVALETTI)
7108,PIOTR ILIC CIAIKOVSKI,2005-10-11,CEREVICKI (GLI STIVALETTI)
7109,CLAUDE DEBUSSY,2005-11-02,PELLÉAS ET MÉLISANDE
7110,CLAUDE DEBUSSY,2005-11-04,PELLÉAS ET MÉLISANDE
7111,CLAUDE DEBUSSY,2005-11-06,PELLÉAS ET MÉLISANDE
7112,CLAUDE DEBUSSY,2005-11-09,PELLÉAS ET MÉLISANDE
7113,CLAUDE DEBUSSY,2005-11-10,PELLÉAS ET MÉLISANDE
7114,CLAUDE DEBUSSY,2005-11-12,PELLÉAS ET MÉLISANDE
7115,CLAUDE DEBUSSY,2005-11-13,PELLÉAS ET MÉLISANDE
7116,CLAUDE DEBUSSY,2005-11-15,PELLÉAS ET MÉLISANDE
7117,CLAUDE DEBUSSY,2005-11-17,PELLÉAS ET MÉLISANDE
7118,WOLFGANG AMADEUS MOZART,2005-12-07,IDOMENEO
7119,WOLFGANG AMADEUS MOZART,2005-12-11,IDOMENEO
7120,WOLFGANG AMADEUS MOZART,2005-12-13,IDOMENEO
7121,WOLFGANG AMADEUS MOZART,2005-12-16,IDOMENEO
7122,WOLFGANG AMADEUS MOZART,2005-12-18,IDOMENEO
7123,WOLFGANG AMADEUS MOZART,2005-12-20,IDOMENEO
7124,WOLFGANG AMADEUS MOZART,2005-12-22,IDOMENEO
7125,PIOTR ILIC CIAIKOVSKI,2006-01-10,EVGENIJ ONEGIN
7126,PIOTR ILIC CIAIKOVSKI,2006-01-12,EVGENIJ ONEGIN
7127,PIOTR ILIC CIAIKOVSKI,2006-01-14,EVGENIJ ONEGIN
7128,PIOTR ILIC CIAIKOVSKI,2006-01-17,EVGENIJ ONEGIN
7129,PIOTR ILIC CIAIKOVSKI,2006-01-19,EVGENIJ ONEGIN
7130,PIOTR ILIC CIAIKOVSKI,2006-01-22,EVGENIJ ONEGIN
7131,PIOTR ILIC CIAIKOVSKI,2006-01-25,EVGENIJ ONEGIN
7132,PIOTR ILIC CIAIKOVSKI,2006-01-27,EVGENIJ ONEGIN
7133,GIUSEPPE VERDI,2006-01-24,RIGOLETTO
7134,GIUSEPPE VERDI,2006-01-26,RIGOLETTO
7135,GIUSEPPE VERDI,2006-01-29,RIGOLETTO
7136,GIUSEPPE VERDI,2006-02-01,RIGOLETTO
7137,GIUSEPPE VERDI,2006-02-04,RIGOLETTO
7138,GIUSEPPE VERDI,2006-02-08,RIGOLETTO
7139,GIUSEPPE VERDI,2006-02-10,RIGOLETTO
7140,WOLFGANG AMADEUS MOZART,2006-02-07,LE NOZZE DI FIGARO
7141,WOLFGANG AMADEUS MOZART,2006-02-09,LE NOZZE DI FIGARO
7142,WOLFGANG AMADEUS MOZART,2006-02-14,LE NOZZE DI FIGARO
7143,WOLFGANG AMADEUS MOZART,2006-02-16,LE NOZZE DI FIGARO
7144,WOLFGANG AMADEUS MOZART,2006-02-18,LE NOZZE DI FIGARO
7145,WOLFGANG AMADEUS MOZART,2006-02-19,LE NOZZE DI FIGARO
7146,WOLFGANG AMADEUS MOZART,2006-02-21,LE NOZZE DI FIGARO
7147,WOLFGANG AMADEUS MOZART,2006-02-23,LE NOZZE DI FIGARO
7148,WOLFGANG AMADEUS MOZART,2006-02-25,LE NOZZE DI FIGARO
7149,LEOS JANACEK,2006-03-07,KÁT'A KABANOVÁ
7150,LEOS JANACEK,2006-03-09,KÁT'A KABANOVÁ
7151,LEOS JANACEK,2006-03-11,KÁT'A KABANOVÁ
