,work,date,language,work_url
24846,Cavalleria rusticana,1999-03-24,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8053
24847,I puritani,1999-03-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2205
24848,Pagliacci,1999-03-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4327
24849,Cavalleria rusticana,1999-03-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8054
24850,Macbeth,1999-03-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14517
24851,Macbeth,1999-03-30,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14526
24852,Don Giovanni,1999-03-31,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1593
24853,Parsifal,1999-04-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1800
24854,Parsifal,1999-04-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/1801
24855,Don Giovanni,1999-04-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1595
24856,Macbeth,1999-04-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14541
24857,Don Giovanni,1999-04-07,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/1597
24858,Macbeth,1999-04-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14543
24859,Der Freischütz,1999-04-10,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13154
24860,Otello,1999-04-11,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2097
24861,Die Entführung aus dem Serail,1999-04-12,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2768
24862,Salome,1999-04-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9707
24863,Otello,1999-04-14,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2099
24864,Die Entführung aus dem Serail,1999-04-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2770
24865,Salome,1999-04-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9708
24866,Die Zauberflöte,1999-04-17,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/7398
24867,Otello,1999-04-18,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2101
24868,Linda di Chamounix,1999-04-20,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14279
24869,Linda di Chamounix,1999-04-23,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14282
24870,Pagliacci,1999-04-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4328
24871,Cavalleria rusticana,1999-04-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8056
24872,Der Rosenkavalier,1999-04-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/3355
24873,Peter Grimes,1999-04-27,in englischer Sprache,https://archiv.wiener-staatsoper.at/performances/6186
24874,Pagliacci,1999-04-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/4329
24875,Cavalleria rusticana,1999-04-28,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/8057
24876,La Bohème (Puccini),1999-04-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13357
24877,Peter Grimes,1999-04-30,in englischer Sprache,https://archiv.wiener-staatsoper.at/performances/6189
24878,Guillaume Tell,1999-05-01,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/4700
24879,La Bohème (Puccini),1999-05-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13359
24880,Lucia di Lammermoor,1999-05-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/11684
24881,Die weiße Rose,1999-05-04,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/12121
24882,Guillaume Tell,1999-05-05,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/4701
24883,Il trovatore,1999-05-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7602
24884,Lucia di Lammermoor,1999-05-07,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/11687
24885,Guillaume Tell,1999-05-08,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/4702
24886,Il trovatore,1999-05-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7603
24887,Guillaume Tell,1999-05-11,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/4703
24888,Lucia di Lammermoor,1999-05-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/11690
24889,Die Walküre,1999-05-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11044
24890,Il barbiere di Siviglia,1999-05-14,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10615
24891,L' elisir d'amore,1999-05-15,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/506
24892,Hérodiade,1999-05-15,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/14065
24893,Ariadne auf Naxos,1999-05-16,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11899
24894,Ariadne auf Naxos,1999-05-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11900
24895,Il barbiere di Siviglia,1999-05-20,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10616
24896,Rienzi,1999-05-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13127
24897,Don Carlo (Ital.),1999-05-22,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10647
24898,Palestrina,1999-05-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4028
24899,Don Carlo (Ital.),1999-05-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10648
24900,Palestrina,1999-05-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4030
24901,Rienzi,1999-05-27,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13130
24902,Jérusalem,1999-05-28,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/712
24903,Pique Dame,1999-05-29,in russischer Sprache,https://archiv.wiener-staatsoper.at/performances/4059
24904,Palestrina,1999-05-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4032
24905,Jérusalem,1999-05-31,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/713
24906,Pique Dame,1999-06-01,in russischer Sprache,https://archiv.wiener-staatsoper.at/performances/4060
24907,L' italiana in Algeri,1999-06-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/561
24908,Palestrina,1999-06-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4033
24909,Pique Dame,1999-06-04,in russischer Sprache,https://archiv.wiener-staatsoper.at/performances/4061
24910,Ernani / Hernani,1999-06-05,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13615
24911,Palestrina,1999-06-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/4034
24912,L' italiana in Algeri,1999-06-07,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/562
24913,Pique Dame,1999-06-08,in russischer Sprache,https://archiv.wiener-staatsoper.at/performances/4062
24914,Ernani / Hernani,1999-06-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13620
24915,Le nozze di Figaro,1999-06-11,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/5513
24916,Les Contes d'Hoffmann,1999-06-12,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/13296
24917,Ernani / Hernani,1999-06-13,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13622
24918,Les Contes d'Hoffmann,1999-06-15,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/13297
24919,Le nozze di Figaro,1999-06-16,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/5515
24920,Ernani / Hernani,1999-06-17,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13623
24921,Die lustige Witwe,1999-06-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14808
24922,Lohengrin,1999-06-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2153
24923,Don Giovanni,1999-06-20,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/12953
24924,Die lustige Witwe,1999-06-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14811
24925,Don Giovanni,1999-06-23,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/12955
24926,Carmen,1999-06-23,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/15001
24927,Lohengrin,1999-06-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2154
24928,Don Giovanni,1999-06-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/12954
24929,Die lustige Witwe,1999-06-26,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14814
24930,Don Giovanni,1999-06-27,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/12956
24931,Carmen,1999-06-27,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/15002
24932,Lohengrin,1999-06-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/2155
24933,Die lustige Witwe,1999-06-29,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14815
24934,Don Giovanni,1999-06-30,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/12957
24935,Carmen,1999-06-30,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/15003
24936,Die lustige Witwe,1999-08-06,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14816
24937,Die lustige Witwe,1999-08-07,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14818
24938,Die lustige Witwe,1999-08-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14820
24939,Die lustige Witwe,1999-08-13,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14821
24940,Die lustige Witwe,1999-08-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14823
24941,Die lustige Witwe,1999-08-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14824
24942,Die lustige Witwe,1999-08-20,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14827
24943,Die lustige Witwe,1999-08-21,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14829
24944,Die lustige Witwe,1999-08-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/14831
24945,Ernani / Hernani,1999-09-01,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13625
24946,Guillaume Tell,1999-09-02,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/4704
24947,Fidelio,1999-09-03,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/6224
24948,I Vespri Siciliani,1999-09-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7678
24949,Ernani / Hernani,1999-09-05,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13630
24950,Guillaume Tell,1999-09-06,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/4705
24951,I Vespri Siciliani,1999-09-07,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7679
24952,Ariadne auf Naxos,1999-09-08,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/11901
24953,Ernani / Hernani,1999-09-09,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13632
24954,Guillaume Tell,1999-09-10,in französischer Sprache,https://archiv.wiener-staatsoper.at/performances/4706
24955,Die schweigsame Frau,1999-09-11,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13271
24956,I Vespri Siciliani,1999-09-12,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/7680
24957,Eugen Onegin,1999-09-13,in russischer Sprache,https://archiv.wiener-staatsoper.at/performances/14641
24958,Die schweigsame Frau,1999-09-14,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/13280
24959,Elektra,1999-09-15,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9190
24960,Eugen Onegin,1999-09-16,in russischer Sprache,https://archiv.wiener-staatsoper.at/performances/14643
24961,Mefistofele,1999-09-17,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13907
24962,Elektra,1999-09-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9191
24963,Das Traumfresserchen,1999-09-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15327
24964,Das Traumfresserchen,1999-09-19,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15328
24965,Eugen Onegin,1999-09-20,in russischer Sprache,https://archiv.wiener-staatsoper.at/performances/14644
24966,Mefistofele,1999-09-21,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/13910
24967,Idomeneo,1999-09-22,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14954
24968,Das Traumfresserchen,1999-09-22,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15329
24969,Elektra,1999-09-23,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/9194
24970,Don Carlo (Ital.),1999-09-24,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10649
24971,Das Traumfresserchen,1999-09-24,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15330
24972,Linda di Chamounix,1999-09-25,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14284
24973,Das Traumfresserchen,1999-09-25,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15331
24974,Idomeneo,1999-09-26,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14955
24975,Don Carlo (Ital.),1999-09-27,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10650
24976,Das Traumfresserchen,1999-09-28,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15332
24977,Don Carlo (Ital.),1999-09-29,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/10651
24978,Linda di Chamounix,1999-09-30,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14286
24979,Das Traumfresserchen,1999-09-30,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15333
24980,Das Traumfresserchen,1999-10-01,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15334
24981,Stiffelio,1999-10-02,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2242
24982,Das Traumfresserchen,1999-10-02,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15335
24983,Idomeneo,1999-10-03,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/14956
24984,Turandot,1999-10-04,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3216
24985,Stiffelio,1999-10-05,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2245
24986,Das Traumfresserchen,1999-10-05,in deutscher Sprache,https://archiv.wiener-staatsoper.at/performances/15336
24987,Le nozze di Figaro,1999-10-06,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/5518
24988,Turandot,1999-10-07,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/3217
24989,Stiffelio,1999-10-08,in italienischer Sprache,https://archiv.wiener-staatsoper.at/performances/2247
