,name,uri,composer
654,Howard,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=982,John David Earnest
655,"Howcum, Oklahoma?",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1019,Carleton Clay
656,Huck Finn,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=320,Brian Hulse
657,Hydrogen Jukebox,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1143,Philip     Glass
658,Hyperion,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1,Walter Zimmermann
659,The Hanging Tree,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=194,Darrell Day
660,The Harmfulness of Tobacco,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1273,Martin  Kalmanoff
661,The Harpies,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1188,Marc   Blitzstein
662,The Heights,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=366,Joan Crowell
663,The Hero,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1085,Gian Carlo      Menotti
664,The Hill — A Symbolist Opera in One Act,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=139,Frank Ferko
665,The Hobbit,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=650,Dean Burry
666,The Hotel Casablanca,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=929,Thomas    Pasatieri
667,The House of Bernarda Alba,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=140,Karen Griebling
668,The House of Mirth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=779,Michael  Torke
669,The House of the Seven Gables,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1271, Scott      Eyerly  
670,The House of Words,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=122,Linda Bouchard
671,The Hunchback of Notre Dame,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=91,Leonard Moses
672,The Hunger Art,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1150,Jeff   Myers
673,The Hunting of the Snark,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1291,Ezra  Laderman
674,I Can't Stand Wagner,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1211,Seymour  Barab
675,I Have No Stories to Tell You,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1511,Lembit  Beecher
676,"I Love You, You're Perfect, Now Change",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1749,Jimmy Roberts
677,I Was Looking at the Ceiling and Then I Saw the Sky,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1103,John    Adams
678,Idiot's Delight,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=765,William Bolcom
679,Idiots First,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=873,"Marc   Blitzstein, completed by "
680,Il Sogno,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1780,Kristin Hevner Wyatt
681,Impressions D'Afrique,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=233,Giorgio  Battistelli
682,In a Garden,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=874,Meyer Kupferman
683,"In a Mirror, Darkly ",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1518,Christoper  Weiss
684,In the Penal Colony,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1144,Philip   Glass
685,In the Shadow of the Glen,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=82,Nancy Van de Vate
686,Inanna — An Opera of Ancient Sumer,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=435,John Craton
687,Inanna's Journey,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=284,Randolph Peters
688,Inês,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=751,James Rolfe
689,Inès de Castro,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=554,Thomas  Pasatieri
690,Inferno of Dante — Canto V,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=380,Patrick  Soluri
691,Infidel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=489,William MacSems
692,Inside Opera,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=805, various
693,Intelligent Systems,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1700,Carson Kievman
694,Introductions and Good-byes,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1382,Lukas    Foss
695,Ionescopade,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=418,Mildred Kayden
696,Iphis,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1168,Elena  Kats-Chernin
697,Iron Road,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=141,Chan Ka  Nin
698,Isis and the Seven Scorpions,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=470,Dean    Burry
699,Israel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=142,Mark Peterson
700,It's a Wonderful Life,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=653,Janis Dunson Wilson
701,It's A Wonderful Life,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1784,Jake Heggie
702,I've Got the Tune,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1169,Marc     Blitzstein
703,Ivonne,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1551,Nathaniel  Stookey
704,The Imp of the Perverse,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=314,Alice Ho
705,The Inman Diaries,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=930,Thomas Oboe Lee
706,The Insect Comedy,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=983,Martin    Kalmanoff
707,The Inseparables,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=333,Martin Halpern
708,The Inspector,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=761,John Musto
709,The Invention of Morel,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1750,Stewart Copeland
710,The Inventor,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=753,Bramwell  Tovey
711,The Investment,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1590,John Liberatore 
712,The Island of Tomorrow,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=385,Myron Fink
713,The Island of Tulipatan,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=476,Jacques  Offenbach
714,The Italian Lesson,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1101,Lee  Hoiby
715,A Distant Love: Songs of John and Abigail Adams,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1651,Gary Fagin
716,Jack Pine,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=688,Veda Hille
717,"Jack Sound and His Dog, Star, Blowing His Final Trumpet on the Day of Doom",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1297,Steven   Margoshes
718,Jackie O,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=143,Michael  Daugherty
719,Jason and Hanna,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=787,Mervyn Butch
720,"Jenny, or The Hundred Nights",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=875,Hugo Weisgall
721,Jeremiah,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=389,Myron Fink
722,Jewish Humor from Oy to Vey,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=876,Seymour  Barab
723,JFK,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1470,David T. Little
724,Joan of Arc,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1102,Mel  Marvin
725,John Brown,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=709,Kirke     Mechem
726,Johnny Johnson,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=555,Kurt  Weill
727,Jonah,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1122,Jack   Beeson
728,Jōruri,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1152,Minoru   Miki
729,Joshua's Boots,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=225,Adolphus    Hailstork
730,Joyeux Noël,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=760,Kevin  Puts
731,Judgement of Midas,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=818,Kamran  Ince
732,Judith and Holofernes,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=388,Myron  Fink
733,Just Above My Head,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=773,Nathan  Davis
734,Meet John Doe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1666,Daniel Catán
735,The Jealousy Scene,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=330,Giacomo Puccini
736,The Jogger and the Dinosaur ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1446,Gould  Morton 
737,The Jolly Beggars,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=931,Robert De Cormier
738,The Jumping Frog of Calaveras County,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=556,Lukas      Foss
739,The Jungle Book,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=57,Evelyn Swensson
740,The Juniper Tree,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=557,Philip   Glass
741,Kafka: Letter to My Father,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=877,Stanley   Walden
742,Kafka's Chimp,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=144,John Metcalf
743,"K'ai, Death of Dreams",https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=458,Richard  deCosta
744,Kali,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=200,Jarrad Powell and Tony Prabowo
745,Kamouraska,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=984,Charles M. Wilson
746,Kansas City Choir Boy,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1751,Todd Almond
747,Karla,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=878,Leonard    Lehrman
748,Kepler,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1261,Philip  Glass
749,Keppers of the Light,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=37,Jon Polifrone
750,KHAOS,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1642,Don Macdonald
751,King Gesar,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1331,Peter    Lieberson
752,Kittiwake Island ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1452,Wilder  Alec
753,Kitty Hawk,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=187,J. Mark Scearce
754,Knossos,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=986,James Allerton Cross
755,Kopernikus,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1171,Claude  Vivier
756,Korczak's Orphans,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=447,Adam  Silverman
757,Kris Kringle Rides Again,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=879,Daniel Jason
758,Kynaston,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1626,Carlisle Floyd
759,One Hot Kitchen,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1663,Kristin Hevner-Wyatt
760,The King of the Cats,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=985,Harold Oliver
761,The King's Henchman,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=558,Deems     Taylor
762,The King's Man,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1655,Paul Moravec
763,The Kiss,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=148,Anne-Marie Fijal
764,A Letter to East 11th Street,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=203,Martin Hennessy
765,A Light Shining in Darkness,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1283,John  Hopkins
766,A Little Girl Dreams of Taking the Veil,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1361,Erling      Wold
767,A Little Night Music,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=815,Stephen   Sondheim
768,A Little Nightmare Music,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=839,P.D.Q.  Bach
769,At Last I've Found You ,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1439,Barab  Seymour
770,Die Legende vom Armen Heinrich,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=316,Ernst August  Klötzke
771,La Llorona - The Weeping Woman,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1482,Hector Armienta
772,La Loca,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1087,Gian Carlo    Menotti
773,La Priere du Loupe,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1276,Eric  Salzman
774,La Reina del Pacifico,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1154,Jorge    Sosa
775,Labyrinth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1086,Gian Carlo      Menotti
776,Lady Macbeth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=881,Thomas Pasatieri
777,L'archange,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1402,Louis   Dufort
778,Later the Same Evening,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=882,John    Musto
779,Le rêve de Grégoire,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1498,Pierre  Michaud
780,Leonora,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1460,William Henry Fry
781,Les feluettes,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1694,Michel Marc Bouchard
782,Let Freedom Sing: The Story of Marian Anderson,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1725,Bruce Adolphe
783,License to Marry,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=373,Seymour Barab
784,Life is a Dream,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1033,Lewis  Spratlan
785,Ligeia,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=188,Bruce  Rockwell
786,Light and Power,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1390,Isaac  Schankler
787,Lilith,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1362,Anthony   Davis
788,Lilith,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1258,Deborah      Drattell
789,Lillian Alling,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=687,John     Estacio
790,Lily,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1290,Leon  Kirchner
791,Lincoln and Booth,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=1481,John Cepelak
792,Lincoln's Happiest Night,https://www.operaamerica.org/applications/NAWD/newworks/details.aspx?id=428,Lionel Lackey
